text,hate_label,topic_label
@thekillakay_ I just wanna know what this nigga brain shaped like,1,race
@IlyonMTG do not forget that Chinese have an obsession with pale white skins as being beautiful URL > URL,0,race
Some of you ladies are afraid to ask God to remove all your enemies because you'll lose your man.,0,gender
Bitches got the worst game when they tryna holla at you.,0,gender
"BRUH WTF IS WRONG W ME? 😂😂😂😂SOME BOZO WAS LIKE ""BRO UR NOT FUNNY BRO"" COOL THATS UR OPINION, MY IMMEDIATE RESPONSE WAS ""BET COME TO [BRONX BLOCK WE SHOOTING ON] ILL FUCKIN CHOP YOU, ON GOD. THEN I PUT MY KNIFE AWAY AND STARTED LAUGHING. I NEED SOME FUCKIN SLEEP😭😭",0,others
I need a new Twitter all I see is pussy on here & im married to a male 🥶🥶🤣 can't keep looking @ that shitt 😅🙄,0,gender
Start Shooting At Them Niggas,1,race
Queer parade to take place in central Seoul on Saturday - Korea Times URL,0,gender
@blicktargaryen @NoWahala_ @beans1million They want you to be fighting on their enjoyment. Don't trust these niggers,1,others
Girls are fucking cunts,1,gender
Your 1 bitch fucking you & someone that's fucking multiple bitches so it's a never ending loop,0,gender
@Cameron2nd_ @TheFUTAdvisor faggots,1,sexual orientation
@ashleymonroSM This nigga mad cause he ain't getting any. Who this guy? URL,0,race
"old white men in my comments: 'Maggie was supposed to be white' 'This girl hasn't even acted before' 'Guess all it takes is a viral video to get hired' 'She'll ruin the show' 'She ruins the character' me, after signing a six season tv deal as a rookie: URL",0,race
Another Trumpkin white supremacist terrorist piece of shit.,1,race
"@MCITLFrAphorism ""And if a woman causes you to sin, call her out. It is better for you to enter the kingdom of God without her than to be thrown into hell.""",0,gender
They discussed the common issues being faced by Muslim Ummah. The two leaders agreed to comprehensively upgrade cooperation in all fields. They also agreed to increase the frequency of bilateral political contacts and exchanges.,0,religion
"8 EU countries join deal to resettle refugees rescued in the Mediterranean. They are France, Germany, Finland, Luxembourg, Portugal, Lithuania, Croatia and Ireland. Italy, which bears the brunt of the EU's migrant influx, has snubbed the talks. URL",0,immigration
100% right! The story that humans came from Africa was a far left Liberal/Communist agenda design to make the world believed that black people was the first one this planet and all other humans come from them! It was just all propaganda!🤔🤔 URL,0,politics
Watch out or your #dickgirl gf might put you in chastity! My #futa #erotica: URL @DreamFuta @AnzuAsireNew @Lexi_3D @FutanariWorld @Futanari_Writer @FutaKittyCat @DiqGurl @SnipeThatBoooty @InsaneFutanari @XeroPsychic @FutaPlay URL,0,gender
@IlhanMN Those who are against Israel shall b cursed & those that stand w Israel will be blessed. We will NOT let an anti American anti Semitic Somali refugee destroy our country. U love sharia & isl*m? Then go where that is bc that ideology isnt allowed here if they put above our laws URL,0,religion
These people are some hoes I'll burn this building to the ground,1,gender
@vince1170 @robreiner I unlike your ignorant ass live where the shooting happened. Not some asshole across the country trying to put in my two cents. You're delusional for thinking this racist prick has no responsibility. Do us all a favor and go fuck your self.,0,race
@RealMichaelKay when are these dumb whites going to stop buying tickets watching tv and buying all the gear these animals in the nfl and the nba are a bunch of thugs,0,race
@goodnightnselgo You're literally gay too,0,sexual orientation
"Foreigners trashing joburg is disrespect of the highest order, we need the police to go back and lock down the whole area and starting 2 arrest ppl. This is wrong, imagine stoning the cops, what if the cops used live ammunition ?",0,others
@InitiateSarcasm The only occupation is that of Muslims occupying Jewish Land. Palestains living as citizens of the State of Israel have THE HIGHEST standard of living compared to all the other Palestains living in any of the 22 failed Arab states surrounding the Jewish state.,0,others
why u posting dis shit. we treating these hoes like hoes fuck john,0,gender
They need to start shooting these idiot if the illegals run toward them.,1,immigration
Fuck her and that cock she rode in on.,0,gender
This man killed CHILDREN! FUCKING CHILDREN! He wasn't mentally ill! He was a racist white supremacist who purposely drove 10 hr to kill minority's. He deserves the death penalty and to fucking rot in hell! URL,0,race
Here's a easy way of putting things ... fuck off pussy,1,gender
And someone said she was lucky that if she was a guy she would have been burnt to death URL,0,gender
The left have young black males mass murdering each other by their 1000s each year in ghetto gulags of socially engineered generational oppression as their women mass abort their babies while the left works frenziedly toward making brown their new black in America. #MAGA 🇺🇸 URL,0,race
@StefanMolyneux And let's not forget the statistics about domestic partner violence... more often initiated by women than men.,0,gender
"When the dems say a predominately African American city is ""ruined"", the media paints them as beacons for the people.  When Trump says Baltimore is crime ridden and needs to be addressed; they call him racist.  They are so deep in psychosis they can't see their hypocrisy. URL",0,race
I propose a genocide of annoying boys,1,gender
Trump supporters are so racist: They cheer loudly at the black unemployment numbers at Trump rallies and travel to black neighborhoods to help pick up trash. (The Media and Dems are lying to you as usual),0,race
"Honestly, telling men nothing at all is dangerous. All you just need to do is exist and you're endangered. Men are horrible, terrible, psychopathic beasts. URL",1,gender
Unless its miracle whip you white redneck crack sucking piece of shithole dumb hick faggot,1,race
Rapper Claims New York City's Proposed Fur Ban is 'Racist' and Meant to Target Black Community URL via @gatewaypundit,0,race
Next nigga make me mad I'm beating they ass omm.,1,race
@KatiePavlich Keep your people in Mexico and let them get shot there! Ipocrita,1,immigration
@Tahsin_1357 Islam follow kora amader uchith.,0,religion
I can't stand a weak ass bitch ! Ugh y'all disgust me. Boss up lil whore,1,gender
@thro_e @MissILmom The US should have blown Iran and numerous other Muslim countries off the face of this earth.,1,religion
Bernie Sanders Says Christianity Is An Insult To Muslims URL,0,religion
@JayFuentee nigga go to bed early for once,0,race
Tell them my brother. Anytime a nigga fucks a nigga the Naira inflates URL,0,others
"This #fag @edfaggot0101 got #exposed on my xhamster site, but begged for more. So here we go. Welcome on twitter. #edfaggt010 You can find more of him here: URL URL",0,sexual orientation
Friend @pradeepmagazine's sane piece on being a KP and sense of hurt with what has been done to his beloved state. Must read. A Kashmiri Pandit On Why He Feels Sad For Kashmiri Muslims URL,0,others
Mexican girls too excited right now URL,0,gender
BITCH WENT THE FUCK OFF,0,gender
"Hello Pro-life people, we are all still waiting to hear your outrage. Your silence makes it seem like you only care about the fetus of a white woman. You stay quiet on shelter, food, clothing, or education of children. Is it possible you are hypocrites? URL",0,race
"@mohsin2908 @youdawood He is a Pakistani Sir, I am just trying to know if he has the same sentiments for his ppl in Baloch who r also fighting for freedom, or the sentiments r only reserved for Kashmiris.",0,others
coloured people continue to jump through hoops for white people that don't care about them. embarrassing.,0,race
Niggas that never had them but really need them talk the most shit,0,others
@QTAnon1 Hope she fucks her all the way back to Somalia..,1,others
"I hope a bitch don't ever think she's bullying me if ion respond to something, it's because I see your life is already a joke sweetie😩",0,others
"Al Sharpton hits back at President Trump in Baltimore after he called him a ""con man,"" says the president has a ""particular venom"" for people of color URL URL",0,race
"""When was America great 4 u, u little white boy mother F—Er""  Cameras 📷 suck. In the good old days, you'd get your teeth handed 2u 4 that shit.  #Drats have trained these wild animals 2 run amok against civilized ppl. #Degenerates #Trump2020Landslide  URL",1,race
"""oH i DoNt SuCk DiCk LiKe tHaT"" Bitch u could suck a soft ball through a straw gtfo",1,others
"Fuck #Israel. They're going in and demolishing Palestinian homes. If you defend Israel you're a piece of shit. Palestinians are humans, and Israel is committing human right violations against them. #FreePalestine",0,politics
"@RyanAFournier God isnt banned chief People who utilize religion/ ""jesus"" to justify hate deserve the attention Guns in the hands of radicalized, right wing, domestic white terrorist absolutely *IS* the problem",0,religion
We are excited to announce the launch of Racial Data! A new platform on demographic data and policy research about communities of color. Thank you to those who have been part of this amazing project to launch Racial Data. URL,0,race
